data,assunto,veiculo,link
2025-12-17,IF Baiano vai ofertar mais de mil vagas pelo Sisu em 2026; confira cidades,G1,https://news.google.com/rss/articles/CBMigAFBVV95cUxQTjZqUmZrOFhsaTdYQ05RRXBIcUViZUZScVdtd09aWm5KQWhRdGZhRnhPdDBLcGpzRXNzWXZRV2NGWTdJcHdzdjZDTFp2YTR2Tk5DcWxzYXhPVTRoRFNxRXdhb3dPZ09kT2hMeVZTeWtkUVByNzlGSVRYLWpiT2p5ONIBjwFBVV95cUxOSTdta2k3NEZUUjROT3hmT3lXX2pmam9IU01OQ2FBMWNtMGk3UmN1M3BRalFaaUw0V2pjc2hFN1d2SVFZVEt3bjEyMXZqTXJZM3I0UUh2RXNEUGd4MENOWUhMODVGclU3S0lRVHlYakJHVWxPd2prT2ZjYXJZODhKRVRxdXBWYjVfYmtDejhnQQ?oc=5
2025-12-17,IF Baiano vai ofertar mais de mil vagas pelo Sisu em 2026; oportunidades são para cidades do interior da Bahia,INFOSAJ,https://news.google.com/rss/articles/CBMizgFBVV95cUxQbXBTcXdmUnBQMkw0RnZhWnFObVNJMzBoeFV3cklvUkVtSkFEblkwRVhHQWJfek81MldFOWNOOWxEcG5vT0V2QUw1UllkeWNVQ2cwaHRudTVxU2xCUThEdjA3eHBxbTNUam5pVEg5cVN4ellNYUI4UGwyUm5LSVF2Q0MtcFFZOEJ6d25CMGh3RVlfR3lwaHVGUjlkLTJFLUdGaVVDWGhxZE4yTEUyVHJlaHc0VWtIWjVXMU96WkRoc0pzSi1mTzZvRG9qYVhOQQ?oc=5
2025-12-17,IF Baiano vai ofertar mais de mil vagas pelo SiSU em 2026; confira cidades,Grupo Lomes de Comunicação,https://news.google.com/rss/articles/CBMinAFBVV95cUxOSXUzcTZYb3c2UmpBSFNQSW4taFBmMXpLV18tanlqNmxBQ213TkU4Q3djeG81cm14Ry1YWUNKZjhhZkdrZnFERWltVHVPRXI2dXZYc0txdVdlTTI2WC1LNEdoUjg3NF9iTmRRTTVfV3dFWDFiZDB3bnp1WC1xTVZQcVQ0YmxoVUpoYUg3c2NYMHdUdU9RbXRoZ3EyWGM?oc=5
2025-12-17,IF Baiano abre inscrições para mais de mil vagas pelo Sisu em 2026,A TARDE,https://news.google.com/rss/articles/CBMiqgFBVV95cUxOMTdRZUhJVzEwdjNJa0V4OFo2MUdTRW5GREZ0UmdhenJPTEFjLTZac0hONUtEc2MweC0tVTRWblZlNWV5TWJsbHgyNWdWNGk3YUVoaS1FQnNHZlVBbzZLMzV3NTkyWjhPSmtpMDZ2bExPcjFtTjJDMWRObG1GcHFlX2JHRElyTVBZWXEyYTJPSU5URFp5ME16Y1F4bEFMZGxTYi0xUERBNnRqUdIBsgFBVV95cUxQV1pIOEF0RXFxWG5kQUNxMHNmMzJBaTdWdjMyNWwxby1fNWcyVmVjY0hDZXBYeXc3QWg3MUtaZ1NiTmtxSXF6UFcwbUlqQ2lTX2dlRTRuR20yRURmRFNfZlR4dkxjOXdDV3hIME8tY1F0cXFCSEJmanNvakRBVUl4ZjRtQ2I0QmZhSzE1cTZ3dFR3VWxnY1pUMHNSdlE0bXZGTnVvMzBFRHJvWHo2TjdxME5R?oc=5
2025-12-16,IF Baiano Campus Bom Jesus da Lapa celebra 15 anos de história e impacto regional,Notícias da Lapa,https://news.google.com/rss/articles/CBMidkFVX3lxTFBhcmEzbktKM3pfSTVzRUwtZDIwbV9ZTnhIMkVqS2lRanRoQUhMdE5NaVZfb3VmVG1DTDJ4VWNDbmJSYXdsMkxaTUZrZ1pwODU3ZU9hdzgzR3NON2R0M1JzMnhSQzVPWm1hY0NMRTlxWGlfMl9zZ2c?oc=5
2025-12-11,IF Baiano abre seleção para professor substituto de Informática em Guanambi,Folha Dirigida,https://news.google.com/rss/articles/CBMipAFBVV95cUxQSXVwZkFEYXR2MlRXbDMzcE1vRlJJYU1weGdtVHB0ck1kUXVUUnFJTnhxRVR1bnd4UGFDaFRiYUE0T2FSM012NFZJWFFUdDNvQ2xwejB4T3NoT2lYSlBfakVsUTdieG5xd2ZxdDZBMlF6ci1COUZCbjBIa3E5c00yWmZMUV8ybXdiRGlOM1Z2dmRCZ0F6YkhlYnlBZW85c0NXRTZwMA?oc=5
2025-12-10,Professor Ariomar Rodrigues foi eleito diretor-geral do IF Baiano Campus Guanambi,Agência Sertão,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQUGRybU9qRFlPY19SUmswbGhDNm9YZ3hudmU4QUowdFJyN2JHNjFWa05CT3hqM2QxR3psbVYzUnNKYlBvb0lPSUQwZmJUSENtRkNrSVlZZ1kyRy1ab01XVm5mZV9sNHhSWFpua094TWJFQU90djFjYjJnd2o1U3NfbTFSaldUMWRYVGVxNXZxa2o4amlLWjFCYkY2cTV5R2RlQ1VkT1l1N3JOZG0zRFlmaUhUbGVoSHI2VW1j0gG7AUFVX3lxTFBQZHJtT2pEWU9jX1JSazBsaEM2b1hneG52ZThBSjB0UnI3Ykc2MVZrTkJPeGozZDFHemxtVjNSc0piUG9vSU9JRDBmYlRIQ21GQ2tJWVlnWTJHLVpvTVdWbmZlX2w0eFJYWm5rT3hNYkVBT3R2MWNiMmd3ajVTc19tMVJqV1QxZFhUZXE1dnFrajhqaUtaMUJiRjZxNXlHZGVDVWRPWXU3ck5kbTNEWWZpSFRsZWhIcjZVbWM?oc=5
2025-12-10,Professora Ozenice Silva foi eleita nova reitora do IF Baiano,Agência Sertão,https://news.google.com/rss/articles/CBMioAFBVV95cUxPQ1ZJdjJoSVVoT21Wcm02b25fWVRNV2Y0dlVRRXNJMmVnaTRoRS11U3hSMS1MaGhoYjJ2eFRqSUhuUURZOV9jOUI3UmVYSHhPazBGNXJpZzNueVRyOTY1TTgwRFMzZ3RpYWl0TmI4bEh0c1p4Si1ZbF9jMFRtaG11OU96dFJsQk5yZFQzaERmU3ZBZHlHM0xTV2lYY2VfdmMy0gGgAUFVX3lxTE9DVkl2MmhJVWhPbVZybTZvbl9ZVE1XZjR2VVFFc0kyZWdpNGhFLXVTeFIxLUxoaGhiMnZ4VGpJSG5RRFk5X2M5QjdSZVhIeE9rMEY1cmlnM255VHI5NjVNODBEUzNndGlhaXROYjhsSHRzWnhKLVlsX2MwVG1obXU5T3p0UmxCTnJkVDNoRGZTdkFkeUczTFNXaVhjZV92YzI?oc=5
2025-12-03,IF Baiano abre seleção para Professor Substituto em Teixeira de Freitas,Folha Dirigida,https://news.google.com/rss/articles/CBMiswFBVV95cUxPSXlKQTNIYnZiUXhEcVZzRmNEbktiUi1zbng0UElVMS1pTkxRdFBXbmRLUzlzbVo1TmhvaVM4Q3FlNUZrNlZqUFI0N0ZDMVkwcFR0a3pIZXBHZUVBTVg5aFdQcHBkZVQwRlBzT3NSVEZpTFVOUzFCU3hqVmZlZnI1dnVoMGh3QnJ6cENmQXRUM21vVEI2bnZjNTVaVVA4R19zYlFidDMxQV84WDJQLTRjNWRQNA?oc=5
2025-12-01,Diretoria geral do IF Baiano campus Valença tem dois candidatos; quatro mulheres concorrem à Reitoria do instituto,Valença Agora -,https://news.google.com/rss/articles/CBMi1gFBVV95cUxQQWExLWVMNFVIcGNTZEVKMmlhVmhLcTZKTXpQcFNuNWZpUXJZSk9FU2luemo0YWJXQmt2VEdyLXhXQ2pPRWpROWM5a19uSlkzcHhRdmMweWJFck1JemdZYlNwOUpHdm5WMjQtWWlQNzg2X3ljSmlDdnE0aEQ3ZlUtQ01oWUF0SWtua3FwemVfWFFFTk8wWXNtMHhKVDFPRGdiTlB5N29yUTUxYnIzek8xT3lMM2xRczRpYlFJRnh1SUhZYXBaZmtvblpadHhobEdRN0FCajRB?oc=5
2025-11-29,Dois candidatos disputam direção-geral do IF Baiano em Guanambi para o período 2026–2030,Agência Sertão,https://news.google.com/rss/articles/CBMixAFBVV95cUxNV1FJb1NEUjhUc2hzWHdsRnlaSzV5SFNCaWNScnpEczIzbjRoZHY2NTlfSVpVUzZZSDZrTUh5b2Y5Mmt5V3pCQWtPY3BjNVpDQlFKSWdMdFVJM0ZmREJxdWl6TEV2VDk0VTJmYVF3dm5Galk2dmNtQ2k1OUV3Y1RTd3k4Wk94MWtkNUJZbnZqU3RXZHVySXNUQXRiWXpRRi1zZmVaQUZzMEhJUG9qelN2d0JjQ3dGOTh5dXdDUHRvOW1fMzBh0gHEAUFVX3lxTE1XUUlvU0RSOFRzaHNYd2xGeVpLNXlIU0JpY1JyekRzMjNuNGhkdjY1OV9JWlVTNllINmtNSHlvZjkya3lXekJBa09jcGM1WkNCUUpJZ0x0VUkzRmZEQnF1aXpMRXZUOTRVMmZhUXd2bkZqWTZ2Y21DaTU5RXdjVFN3eThaT3gxa2Q1QlludmpTdFdkdXJJc1RBdGJZelFGLXNmZVpBRnMwSElQb2p6U3Z3QmNDd0Y5OHl1d0NQdG85bV8zMGE?oc=5
2025-11-27,IF Baiano abre seleção para professores substitutos em Bom Jesus da Lapa e Guanambi,Notícias da Lapa,https://news.google.com/rss/articles/CBMi3AFBVV95cUxQRzNWbUVQX2VWVzIwY3BLaW1CcUlKTkdUQXYtUjNKRXJHaGhRVW1FNjIwd1BMN3Q5Ujd1SXZjTWxtZ1FiVDVjNXI5T2E1T19mMmFFN3pSQmlzYVZubFZHaklOa3MzdEhYVGJtdFRFMWNlMHFuM3NNazd2WUU1b3p5RnlMNFdjUWdhZkJzU2VLeUxMbzZDc183cWZqNXltSGJ1c3dlY1V0dEx4MklKYmE1aUJnUHVON2pmNVZhZTZDWHRrZUh2QnpLdVdPSUpGTnkwQUZHTVB1VzBYMnEz?oc=5
2025-11-26,IF Baiano abre dois Processos Seletivos para Professor Substituto no Campus Guanambi,PCI Concursos,https://news.google.com/rss/articles/CBMiwwFBVV95cUxNUlVXSGZHS19zRjkwS18zZ21RQW4ySEw2OTFkRE82bDcwOHozSFR6YUx6d0lNUjQ5ZVl5Skh6QlZ4ak1JZlJIa0ZGS19ycW56WUpBR05OTjZnb2ZzSFBDN09LQ3Y0bnBPWDZ1VDhmX29fcG5RZlpzZkNXTDBSY2VFbVpCMjFLNGhCa0JwbkJZaGtpakZvdTYxaTl1M0JlTy1kN1VQeHB3WnZmeUI1ZEJFYlBRUFJIMXRVS2JycU8zVGlqamc?oc=5
2025-11-26,IF Baiano abre vagas em cursos gratuitos de Qualificação Profissional,InfoEducação,https://news.google.com/rss/articles/CBMinwFBVV95cUxPT1hVTGlYV1JFY2d3NGJKZ1RRVTR3SHRyT1FWWWxVZjlLaHd6MVlfSUVBZlR3dnRDRklWWk1NZHVxX25tSVNBSDFieVZSVjZqRzZoUFlqWFhneDctSEZiRnYyNHFkLXYtU1dQcXA0eXE0cUJVSU5Ha3JaSHpQQVV2bWF4eDhqTnpZMXY3SW5VcDFLNnotZWE1aTJLTm5NMnM?oc=5
2025-11-26,IF Baiano abre seleção para Professor Substituto em Letras no Campus Bom Jesus da Lapa,Folha Dirigida,https://news.google.com/rss/articles/CBMisAFBVV95cUxObERFVzFHSF9FT2ZoMzFmNThDUEM5NU9KM3lDUktKdVZmOVAzRDRoYmRJVDRrNWdnbVBxNFdfU19kSWFIa19LTi1FVWxZWllTQjFGNGp5QmQxUlFIUXphdkoxelhYcWNQaVJSQnZWb0JnRFN2TjE2SVdSQ29VdURLb2xtc2diVjNaTXlwOS05TG5uc1ZxSjUzbVo2dXJUdUp2eXE2RndEaTY0amgtbDE4LQ?oc=5
2025-11-23,IF Baiano abre inscrições para cursos técnicos EAD gratuitos em três áreas,Hora Brasil,https://news.google.com/rss/articles/CBMie0FVX3lxTFAzVGRfR3hNYUlaNWYtNUdtZmJkMVNycXBaQkdqbkRBb3pZQWZlWUNSRWFjYURRbWpwYzVIbW85RHF5U2dUNFFYQ19QZWhaMkdLaGdKa1NabTlreGJlcTgweEJSMGVwWGNNZTlWakFsRWloRXE3UjVJMzRtTQ?oc=5
2025-11-23,"Quer fazer um curso 100% EAD e gratuito no Instituto Federal? Vagas em informática, vendas e secretaria escolar sem prova e com seleção por ordem de inscrição no IF Baiano",CPG Click Petróleo e Gás,https://news.google.com/rss/articles/CBMisAJBVV95cUxPSHo1Z05JRGcxNjdjekRkOGM0NzA3VURvTjJySkItRzRkQ19qdlQzTWdJVHNJNlcwcWZFRG1tQ1ZJajBIaU9YWTRxWFVSY1pWUHpKQ1BqMWRBamhIZTF1Zy1CY1RVVWtmQjlIbkh2TWtoOEpVaWJaeXdhVzlFVXdTb3dVSTBrakJrNm1sdFczLUxqNnpvQWtLV1cxcEh2dlpqM3BrZTlWT1kxbkptNEhRaFQ4TWtEdXFiRXY0QllTSVE1TGs0T1NndHNCdWJwUGNhc3A5V193OHVyQkh0ZUY4Q3BlMHFna0NRbm5qcEw0TDNia01OWElWQW9zbnQ1ZHJKV3NZQVpFOG1WaGEwQUhpU2dlZ2c3UENRWkpDejlaeVVKeS1CSWVubjJMcnlqXzR5?oc=5
2025-11-22,Instituto Federal anuncia inscrições para 3 Cursos Técnicos EAD GRATUITOS,PEBSP,https://news.google.com/rss/articles/CBMinAFBVV95cUxOOTBDR3NQa1EzT0l2Nk44bmRFS09aM3VKaXhQYkZueGdrRnpRYlVEcDY3eWp6Ty03UGZOMEM3aTVvWElxS3ZfRUh2WVBfc1RKUUJYXzZEYk8zQjVfR05FZGFrNDZ2cEZHR1RmOUQtNGNILTdDWGdVR3lkM0tQOHhUaEJBNmV0TUxHZ3BSQklZV1M3ZUp3LXNDMDZRWmo?oc=5
2025-11-12,"Concurso IFBAIANO: inscrições para professor até no próximo domingo (16); salários até R$ 8.058,29",O TEMPO,https://news.google.com/rss/articles/CBMi4gFBVV95cUxNUHVzWDVXdG1YaGhxMzEzOThLRVg1UTFJMm9Cei1iU1RpcC1pQ1d2Q25HT2V6VlZPUWk2ajJqRVlGVEVubWRUS1RHSEJvNTJqTTk1eTVLYjBZWEFXUmhadU93X05DMnNVNTBRUWtHWVViUkRseW5pSTRwcmRCSHpZcXIxNk9JZHI0emhPSTlOZXNoMjJVQXItZVJ6MnFmaEV0SWZNZkgzSzIwY3VVUExsSTNUWWhoNC1KY0t0VU9qQ2pIYzluYVA0YW80bXduVDBwTGZMbmdxcWo4aUJBYXZnNEFR?oc=5
2025-11-05,IF Baiano abre vagas para professores com salários de R$ 8 mil,A TARDE,https://news.google.com/rss/articles/CBMiowFBVV95cUxOc3hFNldNclc2N3VXbXdPRUtJaDBfa1gtOEJRSy1Lc1pGdnRGQjhOcS1GQ2ZxcjlHUnFsSTZRTFBMSGp6QlVVMGFURGw4YU1ZbTkxajJhb2laYVJjNzUwY3MyTGxLWXo1emZlTXQtbkFoaHJxZkRVaWNMSU9BbXRJS3NOV3FuQzZsTktMRVRlS3NBWVZ0VGJPVlZxUllqR0swRGNF0gGrAUFVX3lxTE4ydk5xejNEY1Z2SXlTM2RtRmlqNGxVZXBucFFkQVEtanZud2U2NXBnaUhsVzJZdExsRENUOGhfMFVUeWx5amRqb19NWmlJNUt4VVVzVDV6X1pGN19qeG1kS3J0bGZDLWstdUFENHI1RzRhandGVlNraDJOa3FHQjBZS2lxMC1RNE9hLVZtNm5na1U5Vi1CQlRJWWJpWWQ3U1Q4VG9DQmhjZjBGQQ?oc=5
2025-10-23,IF Baiano abre inscrições para vagas com salário de mais de R$ 8 mil,A TARDE,https://news.google.com/rss/articles/CBMiqwFBVV95cUxQclNmUWhCU0tCSnpJZjFhNWVxQTV6THdXVjVpS2lyZTQtZUs0MmRBWTMtSGkzaEV1UE4xTGVJcUZwSVFwTUc4ajEyRzlhWklaNkVDR3pxMXZUaFFicDZETjJTWHJQYU5LcDZMbzZHQ2UtYmFPZldKOUt4YjNKWmV1TkNrZzBtNWdsb2YxR2toM3pucl9KdnNKNV9NSzdfOUJvQl9EUEVrc3RMQVXSAbMBQVVfeXFMTlVzeHQ5OFFlQ09ycWh1enZteUwyUHR5elFLVE5tM1N3aW5rQjZpTzdyYUQzbkxlajFGdGZhRUZ2UWFpWndINWd4VlVCZnVDb1o0SldCdUNZSWJWZ0dYM1JDNW9GVjMyTmpCbVJJbng1SHhqZ1RWODhvT0FLcFFvZjNDZFBaQ2FOLXc2MlpEVTZGajZKTjJUR2gyMU5NYlNfeE5FOE53VVlBNmk3Q3pQbGFMNU0?oc=5
2025-10-22,Prefeitura e IF Baiano anunciam cursos do novo campus de Santo Estêvão,Jornal Grande Bahia,https://news.google.com/rss/articles/CBMisgFBVV95cUxOOFEtMUxaZFVKak0zLWs0S2hpcnpRbnFXYXh5NFFBYmRtclRWQ3gyYTJmUDY2MmNQdHBJUXZOLTc3Qkk2NkxPTlhrZnBPZF9sT0FxSlU2YWxIZXBHSHQxUkd3aTJMaFZDb29ZckRhcl9PMTI0V2RZVTNkWDI4ZkJHU1pFZVctdFg2OHdfWXRLeUlSQ2trM1ZGMS11eGtBNlZPOUJ2ZnJSeWRJRnZmdmxBbXhn?oc=5
2025-10-17,IF Baiano abre inscrições para cursos superiores gratuitos em Senhor do Bonfim,Blog do Eloilton Cajuhy,https://news.google.com/rss/articles/CBMivAFBVV95cUxQbHk4WlJsRE5idTRhVV9rSnFlLWw5ZWhPVklUSVp1MDR5M1BEV2s5VVlHSDBSaWhjeG9DQU9GWTFnbTZkLVJLd1B1Z0xuWVgtOXVwNVVmdVRWMFdLM1dfYm9BaW1HcEk5Q2l5TGxER0RMdlVZNXZXblJodXZ2cjBQbTdjNWRRUmhlQzdZVVJEOW93dXhpb0JDSmRpUUxrYXJOdUlxWVZSOGVfNXdOSnl2RmxFaGxmd1g1MHpaMA?oc=5
2025-10-02,IF Baiano lança edital para curso gratuito de Assistente Pedagógico e 130 horas de carga horária,PEBSP,https://news.google.com/rss/articles/CBMiuwFBVV95cUxNT2thdmdsQzZDcEVoWi0tS2hJcHRSTGpXOGhMMVJVQVhiNkJQWkN3QWdfNkFuTHFrd25fM3hHdldFdDE1RFY3bF8yM0lEU0h1OUVMclp1U3VtQUJfWVBEb20tbWw0T1N1YjNpdU8yb2VvVXBjX2d5bUNXR1k4Y3ZiN0NJZGlzREcxc21wSlYwLVFBaWdHT1RDNl9XUVZKTTZ4ZVRhMkFmNFgzNlpoTE0tdF8xZTlTN19oR3M0?oc=5
2025-10-02,IF Baiano oferece 1.405 vagas para cursos técnicos gratuitos,G1,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQc3U2MXVrNDQ3ZkpKc0x1bmlGOWRYSlM3YkpmcVlQc0FacXRsUkhLamJOdk5pbFdDVzBZTWQ2S2VOMW4teFRNaGVYMWJjVWg2S1ZfZThiRjlwQnJEZ0dPWWYwenA3UHkwWFBXZmlmclVCb2hkREJja18yUk5XdDExWG96YjhwSFZv0gGXAUFVX3lxTE95QTB5b3J1RXpGY1ExaVYwWWc2dUhkMEg5S25TWWJsNThZdzFEVzRjV1plSWtRYUE2ZHRCaGRKUWQzOWZmVlpfSlAtSHpCU2JPQzR6Z0I2RUljODJ4ckh6SW5CdGtVUG1VQWZUcEdvQVFfVmlkX2tBZ1YzOWd2QkRjZ0NxdlRka1NTZ1FZdkNSQTZsZnlxSzg?oc=5
2025-09-23,"SDR, Uesb e IF Baiano discutem ações voltadas ao desenvolvimento da avicultura no Médio Sudoeste da Bahia",ba.gov.br,https://news.google.com/rss/articles/CBMiwAFBVV95cUxObjlRNzBRN2RYZDBGSV93OHlWSTNVUDlWMWpSNjBFcEVyS1FBNENrNDAyVVkwQ2xCY2Q3SEJNdEFEZHptN1dMMlk0WXRTOEk1RndfS29OemVrU09YaVZwYW5GaGxWdEZ4Qk1jR2NEY25sZFk1bC15c2otOWVyNFY4RkhnQXZyb3JtSFBucWRjZFFiVVVrU19lYVJVZ011dW8xbldoMGtRV1JiU09fSlRJVm1QcGNMZXM1SFNMTTdZUGM?oc=5
2025-09-17,Santo Estêvão: Colégio Estadual emite nota de repúdio por exclusão em Congresso do IF Baiano,Jornal Grande Bahia,https://news.google.com/rss/articles/CBMizgFBVV95cUxORXdwSkFkV0JKQjdaNnRyaE1CS1RGeE9kR2t2bHQzTzF1TGZfNHhBS0VvVUFUMDZ1dmlGV0NpTTVXT0s2cmc1MG9ySW9SUWh2OFRBVnc0VnZJeV9MSVlON2VzRW1kSWpNZGZwQjVzcHFwdzFoTHBZM3dhREhzOEpkNGdWeVBvbEYwS3NXTmpwdTl2WElNR01KSGltaERkczV5RXBqWkdDUTBSMTJtbHJBUTYzOGc0dzhVenMyUHhGRVZENzlBSWNlSmVfWTdtQQ?oc=5
2025-09-01,IF Baiano abre edital de Processo Seletivo para o campus de Guanambi,PCI Concursos,https://news.google.com/rss/articles/CBMirgFBVV95cUxOQW1ZZ3NqWklSc2xzY0J2UERjUzM3VjY1OEJ0elZkWC1la2ZvQ2J3RDVuWE1Ja3NfelIxSi0yekdSYTYtWkt6cVJQNXZuc0JCZ3JmQ3FHRFVMWDlqUEpEbmJHbWJ1OHhaemtiRDFJNFVwOGduV0ZPOHBHRjc5SjRybURjYUdKX1NNcnlrckxkU0ZsdFdSejdsUmdDODA1dktONGUxUjlKUnAwYTFYNFE?oc=5
2025-08-30,IF Baiano anuncia processo seletivo com mais de 3 mil vagas para cursos técnicos na Bahia,G1,https://news.google.com/rss/articles/CBMizwFBVV95cUxOMlhwQkZKMnlyb0JnRWpubzYwNDNIMjdnWFlUbVFXM25uaHEzbmJmaXozQ3NhRTBmbjVyYzA5X1c5VzRieUQzaG9kYzIxN3FSWkFhYnN3Q1ZuZGRGbFE2OFpSMFltQnBzNEVJM0hGVnRJT29iUlF1VWpXMjNJazJBa3pYZEJ3NEdMV3UyN0JfbGNaWW9QanhCWHFmRDlJTEFHS2E0TWFsdEpiOUZlT19KLTRIWW1HWG1yYnJEeWR1VFR0UUVOUXUwWVNZcGhmczTSAd4BQVVfeXFMTjVERXBOeTNhVVpGX3NUU1Y5Mm5Gekhyemt3Q29aQTFiYUlYcFlvSWRaYV9tcnA1bjlNWnZwVlNpY1JSNU5OQTg1eWEyX2Q4QjZvMGtPWDAyaTZ4Ym9abDMwOURvZ2dkNUhIYWdTdVlIS0o4c0Y5MG9kLWRIb0RObW5LcENtMmd1anp4b2RwV2ZZVUd3MzZoMklRUmhraHpOZkRiSTBzQ2czczhTaDFhdmUyTnNrQ3lMRkR6bkhzQ3J3eklvSjMyLUFDNXhtOWVwN0JPd2hZZzcwTGFZU3FB?oc=5
2025-08-29,IF Baiano abre 160 vagas para cursos técnicos integrados ao ensino médio gratuitos em Serrinha,G1,https://news.google.com/rss/articles/CBMitAFBVV95cUxPeGE0Und6d3lqM1F5bTBQcGliNE0yZnZYUXZKQnJrZGRhN3RFTXVpYXNGcWFWbm41TUtTd2JfdGl5RTlHSTNuU0Q5TUNJU05QVWdid25xdGR0d2hFLUtVZ0JPa0NwNU5mc003c3dyV2wxNUQ4ZnN1ZzZ6MGc4ek90bm9jX1B4M1JPV0c1Sy1uM2VKSUlIZG8tSGktQzdxcUQ3TGtERXBYeVRZT3daR0NHcm11OWrSAcMBQVVfeXFMUElINkdQUk4zTlFBNzk2QXdURTNxUEdCdHRWNkNwVzhmZ3g5N1U2bU8zWWRIbENISF9WbnpPYUI3cmx4MWdWczcwOFMtZV9SdDEwYzZRRHprQi1FOFI1anQ5emFQZHBYV08wVGdnTml2dHJ4elA5MHd5Z01yMWRnR184VG5rWC1KcndQczBRNXUxbVRFLThWMkZqVXN0QlU2ZkREa3ZXM21WQ1N1Vk1RQjQxWjE0ekNndFNrWUNhalVpZ2xz?oc=5
2025-08-28,IF Baiano abre novo Processo Seletivo no Campus Serrinha,PCI Concursos,https://news.google.com/rss/articles/CBMingFBVV95cUxQbVZYN2M2bkktNVRncjZlbTZaWm1POGNOVnE0ZUE1akgzREU4RDFVNUJpMDhJekVYM0ZLNk1ZNzI2b1A4aEZrZU5sbmtvUXoyOFBIUmxlTWJFbFRMQUNvTkxFMTFXdjQ2eFhGSHNUR3d4R21mdHR2ZUY3dUhoVDJfVU02ZHY0VC1fbFIzZF9YbGJoY0FyQTI5N2diX3I0UQ?oc=5
2025-08-13,Obras do IF Baiano avançam e prometem revolucionar a educação,A TARDE,https://news.google.com/rss/articles/CBMingFBVV95cUxQcDFKbkFXcG8wTlRZa3dPcHJOenlwZU1YS1lobHhGNVhSbEFpUV9tS1c3d2dwU0swVGEyeG5QZzY4cXBLQ2pCck1oYVdqbGRKWFpKWHhMbFpnNExBMXprRzNJMWdVVlp2Y20xYUFwdF9ybkxCVlZ5eFNYdnptUVNQWENRelllZFgybVZ3YVcwdHNJN1JFZjNiWTEzWFlLQdIBpgFBVV95cUxOYVhxT0VtVF9OZnZSb2U2VHRkUjRmZV9ra0M3MHg5S2lYSGVrbHVUZ3Q0TWZYWEluZlMxekgtN1RiaUdUMmFUR29fYy02cW1BR1VQaV84VVFraVZuNUl0VjRlN0g4cWVXTGVPMW9Fbk1fS3VrMEE0Q29QVk5JRngzSEhTckR3Y2V2Yl9pRzE0Nlg0MkVvNFpWc0tvQjJIVmFTN1YwU1pB?oc=5
2025-08-05,IF Baiano abre vagas para curso técnico em agropecuária em Serrinha; saiba como se inscrever,G1,https://news.google.com/rss/articles/CBMi9wFBVV95cUxOdjhWS2x6SUtoZlBQbXdWb1hUUWRNc05IX2VUNzUxNmdvVXA1YjJwMFFLb0ViR0gxVTQ4REJBVDhTYjlRd3Fhd0NjdWpNbWhHc25aMHZ2SFl6UWRnaThRNTIyYXFaQjA2cE11ejhiSGpfUzZqZmlsZlRnSDM1TnJCdmtUd3prbjZnOUNadzBFYUdhNW5Fc3YzZ1RrYUxSUi1URDB2VUw5MlloVF9OTlBWQmdaUjUwb2VXcm9uV2V5NkhGVlZFNmRDQ2g0UHdtRXZqQ2tiaGtlTVZ1R25tM0puNFptQnNmaXVhYUg4N3BUZXVyeDFIbXhF0gGGAkFVX3lxTFBhWjZMS0FzOW5kbDFpWHhBQ3QzUFM4X2dDX2pfSnF4X3VrU0NjZnNrZkpET0w4OWNOTW8yR2tNM0lMVXMtQ2RuZnRqR0J0S3N0ejI0d3k3NnlweTJnV2pLQjVYV1d0ME15SXhnMnNYLTdNVElRQk5ObVJYVzk4UHF6WE80Y1VXWWpQbWZrNGVmaFRHa0E3OFJXbmJLaW5lMWs2YmZfYkJMbE9TdU9EalAycUNoTjdDWGZYN1hTSHpFaElvSFlKU0pwbVRjZVFWWXhydEZlUThLQ3MxS0s3Mjl1QTIzRno5bXRLeTJ4MVlOaXdldllRT1lHQ1E4V2NNdDJhSF9ENFE?oc=5
