data,assunto,veiculo,link
2026-03-21,Prefeitura e IF Baiano firmam termos de compromisso durante a Sealba Alagoinhas,Prefeitura de Alagoinhas,https://news.google.com/rss/articles/CBMiwAFBVV95cUxPMTE0c280bjdxMGJ6RmJxcHdiUzdVaVJsNkpJdWk0TlJNaHc4djVvMkFnNXNQZFk0ajN2cUhncTFsRlBVVng0WFgyTU5wRDUyN2dZT25ma3ljUlRoTXhBN1dYNjJlRHJhX2JoXzM0d0dPaFRuQUZuTElXSEVQLS11N0xyLXhnMlRmNTltMV9IU00xYi1sdU8wc2d5dzJoWmVyWXMxSXExNkpYZTY3MzZOWUhBVjd4cjdHVlNqNFRzckI?oc=5
2026-03-17,Programação da Sealba Alagoinhas terá oficinas do IF Baiano,Prefeitura de Alagoinhas,https://news.google.com/rss/articles/CBMifEFVX3lxTE0wNTJPMkFXdkFnemZOYVNtY1l0UXpsaDJGYXNsbXo2emVoRDlvZE5YZGszOUVuWVJ3elVqZE1QR2twSEVXVjVPNDVGUmRyNjlxSHNMeGFFYnU1Qm1xRElvUlpmbnFlaExfaDBfSnAzOXJZRWVhTl84SGg4NFA?oc=5
2026-03-13,SAMU adota sistema digital desenvolvido no IF Baiano,Tribuna da Bahia,https://news.google.com/rss/articles/CBMilwFBVV95cUxQY1ZfRFFYWHJ2eHI3RWI1MDBpMFVpbmxFdGZqR05EeVhyWGVQS3VWRVpYTVNVNEpNMXlhNHRCdGNjTFpaUjhsVExBX3RjR0NCakllYmZiMDdtYm9ueVRSeVZGcFE2bXV6R0IzdE1QenYwcDRBZWdHZVNPeUljdzh3czlDcnZqME5mdVV0NENGUUctT0kzbzd3?oc=5
2026-03-12,IF Baiano prorroga inscrições de curso preparatório gratuito até sexta (13),Panorama da Bahia,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOdjkxZEtVb2xYajNsMHAyQnBUOXpoM1RzN3JfNEtYa0UwVDNyWEY3bkhwYS01RTZPS2hxRkthcVhBbHNmWmZpME5GOWJTaVQtd2FNMnRPenYzX3J4WUhHZTRRcUJTcmRUNHU4a2U5QmlTUGx6RFFMZFE2Y3h4aEwtZ2hWUHM0TEYzQjRZSVhoREVkNDhGellRQmVOTm1SM0Z3TjJXMnFpdV8?oc=5
2026-03-09,IF Baiano prorroga inscrições para curso preparatório gratuito,Se Ligue Bahia,https://news.google.com/rss/articles/CBMingFBVV95cUxOelFfRUZPOU5YWWRUbVBSc0hMVGI3eHdxSG0tY1ZJZkZLRDgwdUVXeURORnFsdVdHdGItd01wa3BGSVVrTURfdVp3U19UTHFjTF9HN0VXSk8yY3RrUHNqQVNPQ2VNUHJ6bHhTNVVKcFRndXpTYlpqMzFjd3lFdHJWaU5nWmxrbk9jVUxUMVBvcDhxQ3dMX2dmcmoxeFlmUQ?oc=5
2026-03-09,IF Baiano prorroga inscrições para curso preparatório gratuito para institutos federais,G1,https://news.google.com/rss/articles/CBMi2gFBVV95cUxQMGZsMmNBcmY4UmNIYTdRTFQ2WHdmT3JwWDJyeXhkcWpTeXd0UGRlZlh4RXBGbE11OE5MdzVvREJPNEFmelVTeVVpWVVaLXV1SFdEcnVXcWJpZ194ZVRPd3l5eDFlclRVWk1GNTFHYlBURnRMNFJRVzd4UnlwWUJINHNVd3AyVUVlM3hTYjdMbHI4VjJTVE12X3pTeTBIT1lPMjJKQlFoa0llZ0xudFF4OWExeUxiSUhmWUtZUUpOT3RPVHVGcUZEd25ZWmppd0hqMWxYQlVNWkt0Z9IB6AFBVV95cUxQb3doamlEWE93SVdVU1lmM3Nkb0JSSDJFY1dyRFBfSUZGV2NpSWhNblpNS1JXOFlUbEd4TkJjUTJsUFdkdHNFVFNROEw3dVE4NzVGRVJYc0pMS3RPRFVTZmo1RVdhX1RUeHVyUENmT1VMNXhjZjRqczd3T01IRVRBSXZlZERPNUdOcmFYSXhMUWlmNjUyQzNLUDVZWmlhRTlSOENPdFRxQms0MDZ0NkNIdDM5VFhua0xzVm5yZmU4bDZMTkJRMGpyMXNMaXpQTG1IYlB5MEw1QWpDSHl0NDZMWW01Zmt0ang2?oc=5
2026-03-01,Concurso IF Baiano: inscrições prorrogadas para Professor!,Estratégia Concursos,https://news.google.com/rss/articles/CBMicEFVX3lxTE5tZXZvMDZvX2prM1ZBS1NQSE5EZVJaUThZSWhzMW1jdEx2VFhIbGdDSy1yNklFMlk4Q3B0a2RhQ0dRUlJTMTUxNlJhekhIUkFNclhGNWFIb2pMMk1vbF9peFQ1dThGSkdBMk5ESE9XMHLSAXZBVV95cUxONGxyOHJDQWNvSERBOHY0NS1ROGJHbVlsRy16cnk5ellHeUdBSmQ5cHJ5RHNrcFpTY3RyamQ2bFJyb2ZrTkQwQS1tZXJtSkRkM0lZcEpfbXFXVG1majcyR1J3OS1EYkRtR1Y0amtJTXZOVjJ0THJR?oc=5
2026-02-25,IF Baiano abre inscrições para o Partiu IF 2026 com 560 vagas além de bolsa-auxílio,Acorda Cidade,https://news.google.com/rss/articles/CBMiwwFBVV95cUxQRHk2Q2tWNnZoMHE2LTlRODNEdEZTMXNCTnpjenN1d18zSGJtSmVOZHpnYkhRV2tHMFBKeXVBWWp4YUk4Sm1xMjJMOXk3TzB6SEpQYlFKTjVLQWZsb3lmLUhQVWhYREkwX3lzYnliZ2tPUEZKLUJaWUh3am54SHRXNHk3U0pkZEh0VDNJdWJvRFE5cVFtUTBHRkl5dDNpUzdQZlpsMHlxTFk4Tko3NmpEQ29RUHJXbTBJUklmdHV4cW5jcFk?oc=5
2026-02-25,"IF Baiano oferece 560 vagas em curso gratuito com bolsa de R$ 1,6 mil",Panorama da Bahia,https://news.google.com/rss/articles/CBMioAFBVV95cUxNVUhsaTBVdjhQNWNLbXhNdmNNTS05dk9VM3p2U0lIN0xHTm1aYkNBZ1J6ZVVmQ2dpUFBrdUhPVHRGMC0wbHFGbkdqeXhDdGc0Wl84bzZYUG5QR1Y0Ml9kTXJnekl6Wm9XdTVpa2dLVnlwZzdpbTdiVUtER2lkUFRTWXRKdnlNSGtCMERzaVYwNW1mbVQxNnNCRUN4cTFTR25K?oc=5
2026-02-25,IF Baiano abre 560 vagas em curso preparatório gratuito; veja como participar,Aratu On,https://news.google.com/rss/articles/CBMiowFBVV95cUxNeFJuSDd1VHRuR3BjLThoRmQ5LXZuYzlYLWhsdmxGN1pHTXN6Qzh1NWhTMFFGWk45Zjhrby14S1JNQXdoZ3lnLW16dURYYWlMNjZ1eVFqVDl6cGtmX2hUOU90M21ZWGJ4YmIwbUN0bmVndS1QX0JDMFNuUE1RQVRZZUlNRlYyOF9KVk0yTElDVkF3ZnZ2TW9xZGRTalN1cjFDckU0?oc=5
2026-02-25,IF Baiano abre vagas do Partiu IF e oferta 40 oportunidades em Bom Jesus da Lapa,Notícias da Lapa,https://news.google.com/rss/articles/CBMi2AFBVV95cUxPbWNIb2hKaDF6Q0YyTGZnVFZTbjdBXzJfSHg1aU1DRmFackZzT3o3MjY2YTdGdTl1eWYtTlR2MXhoXzd4QW5YeEk2cWZ2bnlzTGpab2ktbHoyUVdqTjlBd254ejAyUDNNU0dEM2tZOWxpUTVUVFZzNEVEa2htdG54NlA0ZjdxZHdFZ2VTUlpkTEppemlWaVJLWVRnbTNhcFIzWlhGVE1pVFI2bTNOLTdDTThTV3ZaZWVEOEZtc2JXRnJtTGNka1NSZm5iU3RRaGw0M045M2FkbWY?oc=5
2026-02-25,"IF Baiano abre 560 vagas para curso preparatório gratuito com bolsa-auxílio de R$ 1,6 mil",Jornal Correio,https://news.google.com/rss/articles/CBMi1AFBVV95cUxNbGdSMjFMY0Exa2RFRWZtM2FBQy01a3lpUXozZDk5YlFadnhNNVYxSUR3YUQxdV9NXzl5aUQ0d3pHcmlpTkJXamhVN25vSnIzLTVqTUlBVEc3MlpfQklZQ2ZINUVxZWotY0pqY2UtRkdPUDhUUEpPZUFpMkoxT1lpVjhTeU9Dc0RMRmpvUFJPZXpJbmdfX1dqMFJNRmswRmljamtjeDRxWWxXN0xCSWhzSms0MHNzUmQzVlgtNEk1QjJjdm0tSzlmcVVuUW1yUnoyT3RMQg?oc=5
2026-02-25,IF Baiano está com vagas abertas para curso preparatório; alunos ganham auxílio para custear transporte e ali…,Bnews,https://news.google.com/rss/articles/CBMihAJBVV95cUxNZ0hFRmRlRVVobTA4OFFuLTNWOF9Ea1FRUXpfQ25BeEZ3MzU5bldZd1JTLTcxeGRaQldyYXhqWVh0WU80WUZoY0ZPcV9xNUdyN1Z6TzVvak4teWtmTVV1aUUtQkFIODd1cTJXTGQ0RGRiMnpJSkZ1SjNiOHNodUx6V1dPNEpRLWdCZEdzbzQ0M3ZncmRNRDhwZmYyc24yUWl6a1NHVVkwbDR5cy1CLVJ3aXZHVHNPdC1fX3F4VE5Za05UQ0xleVNaM3REeHlPVG5kbmhMd1FNRFA2TjJlU1dua3BiSEtKYjJxcGdZVTdZcFo3RlFXNW5WUlJWelhPZXlhNVpyRdIBigJBVV95cUxPYUJTRTQ5aXVNS3hhRUZ2cDlxZHZ0bFNTMHI0WmhvaGdkeUxNTm5xWEdDT20ycU1VTEdjVXdOYnlLeEMyRXFQajZSUEF4SlQ1LWtsLVBiTkJsc2dpclpMR3E4eWJLTmo0bnZBNDJwMV9UM3dlRXhYaFctUTBRdEN0VWhHU3VjRnprMnBhSEYwMlNaaHR5MW1fUjVhM3JhYURVZlpCVWh4Uldza2NneHlTV3RqaUVUQXNDZklzZWpzazZTU2NtY2lqaU9saGE5YkRBUkxfYkc4cWg4WDVHVTUzcDFHZnM1MDNlaG1jT2x2VTFSN3NNQnlERFJCVlNsUjZPQndCT25aWHViUQ?oc=5
2026-02-25,IF BAIANO ABRE 560 VAGAS PARA CURSO PREPARATÓRIO GRATUITO DO PARTIU IF NA BAHIA -,Bahia Economica,https://news.google.com/rss/articles/CBMiwgFBVV95cUxOdFhVRDVVbGVaZW8zamNCOGJnTF9RTlFPbG5LZG9BdE92SkJKaC1vZTRxUEE2VnlTQmtvZDFRVUtnWVVpbk1xZ29mRmM5VU1vWm4yeGVOU3E5SHNKV3lxYW91R1NRQnBoNUMwZXV2V0tlRTRBTXZlSVVBc214RDg3SzRzQk9oNlY5b0k2aFVKZ0p0ZTBoUUdGdzZLbWxZcWxKdUtMeVZQenc2Z0thVjFuQzFPMTB3VU80RTBuQ243UFh3QQ?oc=5
2026-02-25,IF Baiano abre inscrições para 560 vagas em curso preparatório gratuito para institutos federais,G1,https://news.google.com/rss/articles/CBMi8wFBVV95cUxQSGpJNVcyUXVTdzhJc2F6aWozZ1BUU2F6QV9kTjBiZjBjRzBGU3ozUkRNUmFDN2Q5MHFqT3IwM3ZnaHhwLXVrSTd3VklnQlROdUZJQ2lHaFoyNGU1am9lM0FpVWdOSF9IX0NDTHVkUmFvN2pQSDJNajd2eEVGemdDWFozTHVNNkdvS3JRaFdEenRmNW9MbUhITU5ROFg2ZGZUSUJYNWZaU1FNTXFzbjczS2tVMHhHdzV6ampKYTZKT2ZrdUJpUGVLb3NaYWtaWnBSeEJYd0RUYmZkM0JZaW9CdUdYYUltcUxIMDI5dmxXWnVGcWPSAYICQVVfeXFMUHE5Y1FKcS12aVBoZHo1OGx2c2l1RnVTT1JfSTlEbGhwX3NialRYMFRLTmNuek1EenluVjMyeHRhN21FTFBOc0xFMzJ2Z2d0d3dZOXRoWmZFR3FFRHp5NUZCanJMcTltWExoTF90bWxmRndJc1NmWTh1ZVNPNl9YejJtdTdrNXNQNWxWVjFqZTZ5cWRqZkx1bHozMlF6MDJTRDdVWHJjeGUyaXM1S0NaLXBXbGJEamxRLUZGalVrN18zNUZLQlpiNUxFdWFxdVJ0Rksxa3RKb0wyLXVheGJkSWxaeE1GWUZ6eFlzMzBTUkltUXFVdEpDRGpqNXphandkRm5R?oc=5
2026-02-25,IF Baiano abre vagas para curso preparatório grátis com bolsa auxílio,A TARDE,https://news.google.com/rss/articles/CBMirAFBVV95cUxOQUdPai1NUE1QMG5FMXFmT0hXU2h2RG1wT3ZkUDl2Yzdia3BxVmcyT1dWQkNtTkNicEc3ZXUxOFJjcjQ0clNMZldpSVVQRDVpVGVDX3FZRlM4MW1kWW9ZazgzQ0NKeEpTWVlhUlhPMk93eTJHMUlEc01NRERjYlBzclVhU1FRaFZxUXZpam05dnJBMVpkbVF0aElSbjZGeWIyS0Y2MTkzZTdQbXl00gG0AUFVX3lxTFBDeVNqVUtRa3UzMlM2X1ZtdUstZ1QwN3ZHTmZQYk9lZzlBWEFFcHI2Wk5SRXFLeDdSZXIwa0xDUzR6amd6emZyMjlxWHdFOFJGTDl6QmY2aTFoTFBEV0hULTZic2dWT3JqRTRKdTlKV0JWWnZXMktsU0pNZnFnQzF2ZDFaVkxDdmNPS1lGU25IQXRjSXNFTUZVRkdtOC1zajRDOTJER0xZdV9JVUxLUHRTZ0Jjdg?oc=5
2026-02-24,IF Baiano está com inscrições abertas para cursinho com bolsa-auxílio,Tribuna da Bahia,https://news.google.com/rss/articles/CBMirwFBVV95cUxQdG1fV19pa3pvblVCamQ2dC1DU0hVdmUzeXhXMzlwQWFFWXRLSjlLNFVrWjNrYml1a1VMdXJISWtfZmFaZTRZYURteEFkMHZ2SHVydl9YeTFyTVY3SnJ2am5jVXp1TjNsZWVxSGREQ01KMlU2bW9DS3FCZkpZMWtPQnEtRlhzQTVScXBGdG5MY0tYY0hEZnhkZGlET0FWelhNMUJZYzAzN3FaSzFscF9r?oc=5
2026-02-24,IF Baiano promove Semana de Ciência e Tecnologia com palestras e oficinas em Alagoinhas; veja programação,G1,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPSzJtdnJXaWxheE9Gdzc3SUN4M0V2NnNQQnZyT0FubU1tRjkwUWlNRU1YU0RPQ2hxcFUwbXY4dW1YaXdEWUJlbWp0TGdpTndqOWRSQWdSUkdsWXBrU0pDMTc0V0lGa2YtZ3dtMzNDUVFVd2RxLXF2Q1h2RG45U2pRSTNOYjBGLTQ1T043TXRNZi1wdW5MWjI5QjhickJJakJjekNNR3ZmMlVnRVVwRHdybkxmNEFxb1Fa0gHHAUFVX3lxTFBIYm03Yy1odUdTb0ExUmIzZlpnRGRBTjRUUXMya3R5MndZQWdxbEJEV2gxZnJSY2JnZ0Iwb0l4S3JvNkszY3FuUC1rcFh6d2xob3VXMkZzVkdNdU9EN1VlMVJiX25GWThIdmVGb0JMUjM2cDZNWF9EWThKVV9aYUxidFBiVkhIdDJWcmJ0V1pZa093RmxpWEZteV9SbHpkRjRnODZsN1hlVS10ZjRNQmtEdkxKUkcyUDEzSGRneUZYcmVVOHZOMHM?oc=5
2026-02-23,IF Baiano Alagoinhas realiza Semana Nacional de Ciência e Tecnologia de 24 a 27 de fevereiro,ba.gov.br,https://news.google.com/rss/articles/CBMixAFBVV95cUxOcEdsMGcyRXlPN1RCSEVwNmVCamI2Nlg0UEhIOVc4RjRLeWxWXzM2MnpBWDl0RUF0QkZNejhjdVlCTF9NdEVicGNuOUZQOWtsdF9yc3lnSVN1M2hWRWdSTFAxWG13N3BZOHJQNTF2YjhNNERHRFFpZDViSUhQOWFlOE9DdGJweU43RVd6VTc2aVBxeV9SUkhBdzhvcV9NNjZJYzJrTkhzZHFPSDQ0Ni11b3BwdG5mclJCdS0tR0c0eFA1WEVQ?oc=5
2026-02-06,MEC se reúne com estudantes e gestores do IF Baiano — Ministério da Educação,www.gov.br,https://news.google.com/rss/articles/CBMiswFBVV95cUxQdThreDF3NjRnUUZHV1dPZFo2a1JqWGZ1Q3YyaTJvZzZzSTdwd1BWM19vazg1b3RFaTdjaDczR29RQ1I3Rkw0UTFEbVFCNTBWR1hIUUROWUNNMUhGWnUyNTNxUFRrTTNxVEU2YndSeWs2bkFJdmp1SGdMU0tiSklLU1hQeE56MXhQN2hYOTZKOHBuY0tpa2hnRUxaS0dxNnRjcG5ybThEa3lKQ1B3YzdrUjNyQQ?oc=5
2026-01-23,IF Baiano – Campus Uruçuca abre inscrições para cursos superiores com vagas pelo SISU 2026,InfoEducação,https://news.google.com/rss/articles/CBMiuAFBVV95cUxOTTBoVkZKVEJYNzdlV2xpWDBDd0I1aDdjWGJoNDV2emNRY3hpWlFrRUlzb3I3LXRBbHlHbXlJZVVFMWNuUEdBNW1xbVJ5enp5Rk41QWluRW5vS2ktbEU4am5TVjhDazRWWmFUOG9kbVctU2lMZTJKaVRaY014ZUxxREZYZzFzMHUwQUxFR1IweGxOSTBVN0hGMHlIMHpRUTJoMHdwZDR1UzR3Q3o4cGpDbzhwVUgydEc4?oc=5
2026-01-20,IF Baiano amplia oferta de vagas no SiSU 2026 em 29 cursos presenciais,Grupo Lomes de Comunicação,https://news.google.com/rss/articles/CBMikgFBVV95cUxPbE5GWk5UQXJlY2NOWXY2ZzR2WmVxbkNUTjNRaDZLcjAzTDVlbWNwaDgxUmhnTnBNUmY1U21jUGlaWGVfNFF2czBXWkNLVnE5YzQxR3dtdnJIdVNyS0FQa1FYdURKMTFOMlFPeWdVVC1ROWVqOW1RNmppSUNLRkk0dWcyclRTSVNyLVFjb2Njc0ktQQ?oc=5
2026-01-19,Sisu 2026: veja cursos e vagas do IF Baiano,Tribuna da Bahia,https://news.google.com/rss/articles/CBMiigFBVV95cUxNVzEwdEwtY1pXUW9rRmNlb3ZWTmh4ZXJhbEpLa2NwWXA5Wk12MkJsNUxqQ0Y0V0R5amJ5WDBCS2FpMFJYaVBOb1ZhY2Yza3d2RE1ZbWUzTVZvSGhVTDR4MVhfTWZTb0QtaG9RTDJoSXoxN3J3Q1Z6eEdzel95VGJueWxGRGYwZ0xPRXc?oc=5
2026-01-15,Campus do IF Baiano de Bom Jesus da Lapa abre 45 vagas para os cursos de Engenharia Agronômica e Gestão da Tecnologia da Informação,Notícias da Lapa,https://news.google.com/rss/articles/CBMinAJBVV95cUxNYlRNbGppSm9vNVRnWmY1YXhMNVpyXzkwZDFYUDYtSVcxdm9YdTRGY1ZBWGJObmF5Q3l1T0lTWFBTNjkzZWhZWXJDbVVsTGltclpucGVXTWxpZGNqMG9mcG15R181RGxCNXk5RHFxTkZwR3dxMUpfTmhkakRfLXlSS3gxRTU4TDg4eXNyU2ZjU2FIeDQySnkxbUNCV0ZiaFRNb3BtZDB6MndEMTRfZkVoeUZxVS1Pdm5RZ0YtN2lDVU5VWHlLbVByYmJnakV3dUt5NXRkWmpZNmpEQ1FNdE02U0t0REJvZUR4UFFuQzl4NDdHLUFlbjhCV1owX01LWC11ZUdvR1EyOGphMGVBQmpWNnNEb0M5XzBfNUx0eQ?oc=5
2026-01-15,Instituto Federal Baiano abre processo seletivo com 1 vaga em Serrinha BA,Folha Dirigida,https://news.google.com/rss/articles/CBMipwFBVV95cUxNeHdXNVZkQ1VXZXl1R1gzQ2VMeDA2QS1BbFZfRVB3RDFKYUdnVjBlVm1OM2RyVi1jSmJaUmoyWVFXNnBDVk9tZHNHR1RkeE5xdEFoNlUyZHNEVGJ0cUJXVVdaYXFJYXJuVVVmM2V2X1oybTIyQ2hSdXBqbzJNMksxVmw5QlZHUzY2NEJPSkFaNHVGRF9tUDJVNVVxQTZsVXVWajUtSGlzRQ?oc=5
2026-01-14,IF Baiano lança novo Processo Seletivo no Campus Serrinha,PCI Concursos,https://news.google.com/rss/articles/CBMinwFBVV95cUxNcmNBbFhCWG1YVHpyU3pMekx6czZMUkp0c3pGcWdpcGI2RjlfR2lJbWpMcG9CNzlzekNXVEdueXIwRzRiN0VzVTdSclZkYXRYcmJ1TDRTQWVhYVdOZEZjRHpydWtPdWtUd2F6bGRTaHJjcDBnSm1TWVMxODczcVpVUTF6dE56alhtcE9fYnFrU2NTZVEzaUFIOHBsSC16cjQ?oc=5
2026-01-08,Concurso IF Baiano Teixeira de Freitas BA: 1 vaga para professor substituto,Folha Dirigida,https://news.google.com/rss/articles/CBMisAFBVV95cUxOb0k5WE1yZlZ5NXlRV3Z5WmVlNWdNN1NaRFdmRmpuOXQwdVNZcHYtOXAwZEFpa0tReVlfTGNWa0Ezck9nQTlVNE9xTmVLd211Nlp0c3BfY1k2akpMOE5Ca3NCZ0RlbzQ1QVlmU3BiNnJORE9BN3ZEVGQ5UXViZEkxa2d1RXVtaURkenl4T2d6cXdPWHBSTE04a0NzSjZNNWpZak5oVHMzcFlMeGxIbnZqLQ?oc=5
2026-01-08,Concurso IF Baiano Valença BA abre 1 vaga para tradutor de Libras,Folha Dirigida,https://news.google.com/rss/articles/CBMioAFBVV95cUxNS3dtU1RaMy1LVnJ2WW5TRzhxNXZGMExwY2NhcGFTeUtxdWg0MWd0Y3hqejBZa21YdzZRUWU0UC0wTUQ2MVRQMTdDT1FuNEZFZVBPOTJyWERTUnZVSVRzYlNSbFZJQWM1MG96ZU1hbm1YR21QckF2THZ0a1NyQzJPdlhJcmhZTHZrenVUS2I1c2F6UnJpR0NiaXEwMkpZeUJL?oc=5
2026-01-08,IF Baiano lança edital de Processo Seletivo para o campus de Teixeira de Freitas,PCI Concursos,https://news.google.com/rss/articles/CBMivgFBVV95cUxPSV9memhUMHhYV1BST2FTS3lDaVJzUEZNa19HRmcxWTRDYWNVWXVQak9QTVRsQUZORWtxdmpJNHJQN0p5N3hKVHROSndBQXM5YUhNS09nSGF4SHp0dUk5TlBqRlU4N1NrVjhBMldWV2FUYnhzRGJOeFNHTXZEcU41TDJBV2hBVTJLcGIwQ1VRbEdCUTJNcUtKYWtTYnIyWUFjNDJLRmhHd2ZpaGJERDFvZTlQd0J1X1Vac3NBTHZn?oc=5
2026-01-07,IF Baiano lança edital de Processo Seletivo para o campus de Valença,PCI Concursos,https://news.google.com/rss/articles/CBMirgFBVV95cUxOTGhjWTdpNmxvOHJiaUQzcHhoekZsd0laYk03S0FBbHIwRlpXal9LdkpjWXBHTjdDTU9DcUtPYVZrX3JuYWFnWl90aU1ZeVFCYzZjVGFMamVXNFpZQ09yRGpzUVE1ZW9YbnBleE1kajBNZU1DYUtjR2lyNXdzeXo4dkVfRUZZNWthZlhPUVVxUERGRHVlOS1TQUlwRjNnNEhQTUhwOGVfOGRxY1dlTnc?oc=5
2026-01-07,IF Baiano abriu processos seletivos para professores em três cidades,Agência Sertão,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPdmhsc3dVLUE5aU9yNVZ2RG5nMUppRkI2Mm0xQzFJX182aDllQ1pIVVhsa2pieFo5bk05clRHaEhmVGhCRk8yQzBaR21FYlIzeDJVTnVaZGFpSXJYX3R0WlNrcjMyVzlyR0w1aERJMW84OGVsY2RyVUZCMjhUYWg5X3poanpxSTZDaUJxMnBRQ253SjhJYk96SFZ4TURWMkkxeEllQnoxRUppd9IBqgFBVV95cUxPdmhsc3dVLUE5aU9yNVZ2RG5nMUppRkI2Mm0xQzFJX182aDllQ1pIVVhsa2pieFo5bk05clRHaEhmVGhCRk8yQzBaR21FYlIzeDJVTnVaZGFpSXJYX3R0WlNrcjMyVzlyR0w1aERJMW84OGVsY2RyVUZCMjhUYWg5X3poanpxSTZDaUJxMnBRQ253SjhJYk96SFZ4TURWMkkxeEllQnoxRUppdw?oc=5
2026-01-06,Concurso IF Baiano Santa Inês BA: 1 vaga professor substituto Artes,Folha Dirigida,https://news.google.com/rss/articles/CBMipwFBVV95cUxOZF9VUFFPQ2VyRm5SOHhfOWVWSmJJbW9Yc295alB0eGh2eHFNX3RHNTZaZHhnQkdrNDZidm5KanhsTFMwU3RlNEFqVVlEZ0wzM3ZULXE1VXhiUWJCSWdvbHp1QUowT19TY1FpQ29zbVVRekd1LWwzcFYxMi11NmxzbE9oN0t2ZDZFVUJfN284dVBBTnVNRnItMkwwQWNYZXpJQnE1SFB5Zw?oc=5
2026-01-06,IF Baiano abre vagas para Professor de Arte,Ache Concursos,https://news.google.com/rss/articles/CBMirAFBVV95cUxNaFI2dm8wT1ZtYjZBNjdRSjVTVktDcVZCOTZSUzRRXzBpZjRpbHhyazZjOU85Mks5RlVOWFV1MHNUQUhrcUN0VkhXR0dpTVp4ZXZMbERyVi1aSk1VaXA5Q0Z3Nk1fZEJRbnJITUhVUThDQ1h4NkRkVi1GYVhUVFpxMURzZUkzOHg5anFHQ1MtU0dGTV9lcDNPaGlodFRZNXR6MTBOSGZIYVpuRTlN0gGyAUFVX3lxTE9fS2ZFVU9ZejJoeEtPeTdCaDN6bWxmWlZGbmVrbGFDVlBmRkZKVm41MXdWRE8zblNrMG9Mb1dFS2dtOWpPYU5XREZ4Zlhyd0xPNDVvX3dDU2tRWlBVd2puVmg1bC1IaWFDZmNQTnJacUlVR1h1Tk9UZXRBaVlpTjdyVVA1TzJTemUwMFdmWWYtRDNWamwxUUdTN1lfczR4QWlHUFFoOGZtR0lQU0JtaUMxdmc?oc=5
2026-01-06,IF Baiano Catu abre processo seletivo para professor de sociologia,Folha Dirigida,https://news.google.com/rss/articles/CBMiugFBVV95cUxQTGt6clE3enVOQU5xaHRZVjdXUFYyeGN5MldkcHlFWWlBN0lCUDBCUlJXZldGS013Qk9iMXJxVW1Sc2VkZVpUbkFxMld1cXQ3MExNdDlPMmx1UXBYZE1DNVRzYTE4UU9sMjgxdjJjajNHM295RmRneW44NnJ3cFZpM0tiLXFzYU9fTVhDYTZJSnhYVGhjc3RvVW82Wmp1ZEJCeVBBblc3Umh4Zld2VXR0YVJUOHRRMTZvMlE?oc=5
2025-12-24,IF Baiano publica edital de Processo Seletivo para o campus de Itaberaba,PCI Concursos,https://news.google.com/rss/articles/CBMiswFBVV95cUxPRE1UR2t0ZDZuU2NweTV3VEpvUS1TeVczalI3SzRleXVpMXRYYWFnTWcwTmtySjN0Nm9uMzFMSmFVZW56Qmh2aXlpWVBGWmFZWXNsY3M5eXdCQ2hPWjJtWjhoNllDc2EyUFI3M2xTUmFza0EyTkI3UjFUZHMyLWt1MG1uV3p5d014N1A1TjlmOXM4Vmljc1JyR2I3dHY3WU1IRXNHcFJlaGN2TXNLT3VGWFhkSQ?oc=5
2025-12-18,IF Baiano abre mais de mil vagas em cursos superiores pelo Sisu; saiba como se candidatar,Jornal Correio,https://news.google.com/rss/articles/CBMi1gFBVV95cUxNSHJERXFBWFUtYkNXakdwVE85dE5LZjlDN3pac0llc0VWX1FSZkptVVpiSHdocno0Q0FjOVNJTmtjRE9NV2JPekV0UVBoS0RNVjV5cE9QZUV4QVozb29TNzF5alZZczRJVmpJSUpNSDVfcW8yYXE2SE9iSDRCU043VU9hVTlWZ2dyVHZfZUJ4c2pEb2xfNnhnR0dNWHd4bDVlcWNKdmxzUTRJQXhWUDRjb2c0aVQwMnZxYlVKZTZKUnBESlN2NHBqVG1KSjVTWE15eGdlSlpn?oc=5
2025-12-18,IF Baiano vai ofertar mais de mil vagas pelo Sisu 2026 em Bom Jesus da Lapa e outras 10 cidades da Bahia,Notícias da Lapa,https://news.google.com/rss/articles/CBMi-AFBVV95cUxON0NKTkZMbU1BLUJlWmJhN1BjZ2NCdTh5ZXBIVmVzLWlnaFItRmNtWjdxbS04WE1tOWdvWHFPMmtQSTRTWThPaDhSek4xbG5zS0h4SjdvdlBKbWJaRmdnSVlXejBUS0hFbXVvR05FSFo5T21PLUcwdnRNRkZfWHRhdVUwakgtYTF6a1BtR05pRXAxQVBmSVprU3c1SWhJLTFmQkdkckJveGNFY21vOUpVanZ4T0ZfU0tYeGxaT3NpOHpoN1cydzZ3RWJlSFFwMERFM050SnNOdWhxNzB4VDhleUFnREpXMEg4SU8xMnY5VmlJQzgtTkRvNQ?oc=5
